epoch phase free0_mb o5 o6 o7 o8 o9 o10 d_pgscan_kswapd d_pgsteal_kswapd d_pgsteal_file d_refault_file d_compact_stall kswapd0_jiffies oom_kill d_pswpout d_pgsteal_direct d_pgscan_direct file_pages_mb
1789572142 A 50249 13040 12017 9897 523 2615 7620 0 0 0 0 0 99163 23 0 0 0 13894
1789572143 A 50249 12997 11973 9857 561 2617 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572144 A 50249 12996 11972 9856 562 2617 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572145 A 50252 12922 11897 9809 621 2618 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572146 A 50253 12903 11880 9795 637 2618 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572147 A 50254 12852 11828 9753 684 2618 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572148 A 50254 12782 11758 9695 744 2620 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572149 A 50255 12782 11758 9695 744 2620 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572151 A 50256 12778 11752 9689 750 2620 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572152 A 50256 12778 11752 9689 750 2620 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572153 A 50257 12758 11732 9669 770 2620 7620 0 0 0 0 0 99163 23 0 0 0 13895
1789572154 A 50259 12661 11643 9592 849 2621 7621 0 0 0 0 0 99163 23 0 0 0 13895
1789572155 A 50260 12599 11581 9556 896 2622 7621 0 0 0 0 0 99163 23 0 0 0 13895
1789572156 A 50261 12593 11575 9552 901 2622 7621 0 0 0 0 0 99163 23 0 0 0 13895
1789572157 A 50261 12591 11575 9551 902 2622 7621 0 0 0 0 0 99163 23 0 0 0 13895
1789572158 A 50262 12533 11519 9514 945 2624 7621 0 0 0 0 0 99163 23 0 0 0 13895
1789572160 A 50263 12516 11502 9499 961 2624 7621 0 0 0 0 0 99163 23 0 0 0 13895
1789572161 A 50263 12498 11484 9483 976 2623 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572162 A 50264 12494 11480 9479 980 2623 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572163 A 50264 12485 11471 9476 986 2623 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572164 A 50262 12480 11466 9473 988 2624 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572165 A 50252 12455 11441 9456 1009 2624 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572166 A 50252 12435 11421 9446 1024 2624 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572167 A 50252 12433 11419 9444 1024 2625 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572169 A 50252 12422 11408 9441 1031 2625 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572170 A 50254 12373 11359 9440 1054 2626 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572171 A 50254 12373 11359 9440 1054 2626 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572172 A 50253 12373 11359 9440 1054 2626 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572173 A 50254 12367 11353 9434 1060 2626 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572174 A 50255 12358 11344 9433 1063 2627 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572175 A 50255 12351 11337 9426 1070 2627 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572176 A 50255 12341 11327 9418 1077 2628 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572178 A 50255 12341 11327 9418 1077 2628 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572179 A 50256 12328 11313 9410 1088 2628 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572180 A 50256 12323 11307 9406 1091 2629 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572181 A 50234 12311 11297 9399 1100 2629 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572182 A 50234 12311 11297 9399 1100 2629 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572183 A 50234 12311 11297 9399 1100 2629 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572184 A 50234 12311 11297 9399 1100 2629 7622 0 0 0 1 0 99163 23 0 0 0 13895
1789572185 A 50234 12309 11295 9397 1102 2629 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572187 A 50235 12305 11291 9395 1105 2629 7622 0 0 0 0 0 99163 23 0 0 0 13895
1789572188 pinup 62524 12258 11257 9360 7579 3721 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572189 pinup 62036 12253 11252 9355 7582 3722 8535 0 0 0 1 0 99163 23 0 0 0 1607
1789572190 pinup 60476 8612 11252 9355 7582 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572191 pinup 58893 317 9073 9355 7582 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
