epoch phase free0_mb o5 o6 o7 o8 o9 o10 d_pgscan_kswapd d_pgsteal_kswapd d_pgsteal_file d_refault_file d_compact_stall kswapd0_jiffies oom_kill d_pswpout d_pgsteal_direct d_pgscan_direct file_pages_mb
1789756193 pinup 60534 4228 2799 2004 1729 1034 12902 0 0 0 0 0 100738 23 0 0 0 6801
1789756195 pinup 60502 4227 2798 2003 1728 1033 12903 0 0 0 0 0 100738 23 0 0 0 6801
1789756196 pinup 58471 393 95 1822 1728 1033 12903 0 0 0 0 0 100738 23 0 0 0 6801
1789756197 pinup 56428 392 95 16 599 1033 12903 0 0 0 0 0 100738 23 0 0 0 6801
1789756198 pinup 54381 392 96 15 1 313 12903 0 0 0 0 0 100738 23 0 0 0 6801
1789756199 pinup 52342 393 95 16 1 1 12549 0 0 0 0 0 100738 23 0 0 0 6801
1789756200 pinup 50296 392 95 16 1 0 12038 0 0 0 0 0 100738 23 0 0 0 6801
1789756201 pinup 48269 393 95 15 1 0 11533 0 0 0 0 0 100738 23 0 0 0 6801
1789756203 pinup 46232 393 96 16 0 1 11023 0 0 0 0 0 100738 23 0 0 0 6801
1789756204 pinup 44170 393 95 16 1 1 10511 0 0 0 0 0 100738 23 0 0 0 6801
1789756205 pinup 42139 393 96 15 1 0 10002 0 0 0 0 0 100738 23 0 0 0 6801
1789756206 pinup 40089 393 95 15 1 0 9494 0 0 0 0 0 100738 23 0 0 0 6801
1789756207 pinup 38050 392 96 16 0 1 8984 0 0 0 0 0 100738 23 0 0 0 6801
1789756208 pinup 35994 392 95 16 1 1 8472 0 0 0 0 0 100738 23 0 0 0 6801
1789756209 pinup 33963 392 96 15 0 0 7965 0 0 0 0 0 100738 23 0 0 0 6801
1789756210 pinup 31927 392 95 15 1 1 7457 0 0 0 0 0 100738 23 0 0 0 6802
1789756212 pinup 29891 392 96 16 0 0 6949 0 0 0 0 0 100738 23 0 0 0 6802
1789756213 pinup 27836 392 96 15 0 1 6437 0 0 0 0 0 100738 23 0 0 0 6802
1789756214 pinup 25789 392 96 16 1 1 5925 0 0 0 0 0 100738 23 0 0 0 6802
1789756215 pinup 23735 391 96 16 0 0 5414 0 0 0 0 0 100738 23 0 0 0 6802
1789756216 pinup 21689 392 95 15 0 1 4902 0 0 0 0 0 100738 23 0 0 0 6802
1789756217 pinup 19644 347 96 16 0 1 4390 0 0 0 0 0 100738 23 0 0 0 6802
1789756218 pinup 17604 340 96 16 0 1 3882 0 0 0 0 0 100738 23 0 0 0 6802
1789756219 pinup 15566 284 95 16 0 0 3375 0 0 0 0 0 100738 23 0 0 0 6802
1789756221 pinup 13542 277 95 16 1 0 2869 0 0 0 0 0 100738 23 0 0 0 6802
1789756222 pinup 11494 214 95 16 1 0 2359 0 0 0 0 0 100738 23 0 0 0 6802
1789756223 pinup 9459 208 95 16 1 1 1848 0 0 0 0 0 100738 23 0 0 0 6802
1789756224 pinup 7412 182 75 15 0 0 1341 0 0 0 0 0 100738 23 0 0 0 6802
1789756225 pinup 5366 182 75 16 1 0 829 0 0 0 0 0 100738 23 0 0 0 6802
1789756226 pinup 3305 183 36 16 0 1 314 0 0 0 2 0 100738 23 0 0 0 6802
1789756227 pinup 2264 1364 493 15 0 0 0 0 0 0 0 0 100738 23 0 0 0 6802
1789756228 pinup 5808 9787 7588 12 0 0 0 0 0 0 0 0 100738 23 0 0 0 6802
1789756230 pinup 9240 15313 15783 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 6802
1789756231 pinup 12734 21693 23375 6 0 0 0 0 0 0 0 0 100738 23 0 0 0 6802
1789756232 pinup 15992 28070 29750 9 0 0 0 0 0 0 1 0 100738 23 0 0 0 6802
1789756233 spread 15849 28101 29774 9 0 0 0 0 0 0 0 0 100738 23 0 0 0 6961
1789756234 spread 15637 28132 29637 9 0 0 0 0 0 0 0 0 100738 23 0 0 0 7185
1789756235 spread 15411 28150 29653 9 0 0 0 0 0 0 0 0 100738 23 0 0 0 7407
1789756236 spread 15225 28165 29669 9 0 0 0 0 0 0 0 0 100738 23 0 0 0 7628
1789756238 spread 15037 28200 29706 9 0 0 0 0 0 0 0 0 100738 23 0 0 0 7853
1789756239 spread 14816 28215 29720 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 8049
1789756240 spread 14642 28249 29756 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 8283
1789756241 spread 14622 28266 29772 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 8476
1789756242 spread 14630 28301 29804 10 0 0 0 0 0 0 2 0 100738 23 0 0 0 8696
1789756243 spread 14638 28317 29820 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 8901
1789756244 spread 14659 28349 29850 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 9109
1789756246 spread 14661 28353 29853 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 9304
1789756247 spread 14678 28385 29883 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 9532
1789756248 spread 14689 28400 29900 10 0 0 0 0 0 0 0 0 100738 23 0 0 0 9724
1789756249 spread 14700 28414 29915 11 0 0 0 0 0 0 1 0 100738 23 0 0 0 9947
1789756250 spread 14712 28434 29933 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 10146
1789756251 spread 14727 28465 29963 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 10356
1789756252 spread 14747 28500 29996 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 10571
1789756254 spread 14748 28516 30012 11 0 0 0 0 0 0 2 0 100738 23 0 0 0 10749
1789756255 spread 14764 28533 30028 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 10938
1789756256 spread 14780 28561 30059 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 11142
1789756257 spread 14796 28590 30086 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 11341
1789756258 spread 14807 28618 30112 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 11546
1789756259 spread 14823 28649 30144 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 11766
1789756260 spread 14832 28669 30162 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 11969
1789756261 spread 14840 28684 30178 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 12170
1789756263 spread 14844 28700 30191 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 12377
1789756264 spread 14846 28696 30194 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 12612
1789756265 spread 14852 28708 30205 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 12813
1789756266 spread 14856 28713 30209 11 0 0 0 0 0 0 3 0 100738 23 0 0 0 13048
1789756267 spread 14861 28723 30218 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 13254
1789756268 spread 14861 28726 30220 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 13448
1789756269 spread 14867 28732 30227 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 13679
1789756271 spread 14869 28740 30233 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 13884
1789756272 spread 14866 28740 30230 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 14089
1789756273 spread 14870 28747 30240 11 0 0 0 0 0 0 1 0 100738 23 0 0 0 14292
1789756274 spread 14875 28755 30244 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 14503
1789756275 spread 14878 28757 30250 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 14714
1789756276 spread 14875 28763 30256 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 14908
1789756277 spread 14873 28766 30258 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 15101
1789756279 spread 14876 28769 30262 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 15291
1789756280 spread 14872 28769 30262 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 15483
1789756281 spread 14874 28771 30264 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 15696
1789756282 spread 14878 28776 30268 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 15900
1789756283 spread 14880 28776 30268 11 0 0 0 0 0 0 0 0 100738 23 0 0 0 16120
