epoch phase free0_mb o5 o6 o7 o8 o9 o10 d_pgscan_kswapd d_pgsteal_kswapd d_pgsteal_file d_refault_file d_compact_stall kswapd0_jiffies oom_kill d_pswpout d_pgsteal_direct d_pgscan_direct file_pages_mb
1789756337 spread 6197 317 153 265 23 18 1452 0 0 0 0 0 11418 23 0 0 0 25986
1789756338 spread 5982 317 153 265 23 19 1398 0 0 0 0 0 11418 23 0 0 0 26186
1789756339 spread 5746 317 153 265 22 18 1339 0 0 0 0 0 11418 23 0 0 0 26400
1789756340 spread 5547 317 153 265 23 19 1288 0 0 0 0 0 11418 23 0 0 0 26602
1789756341 spread 5328 317 153 265 22 18 1234 0 0 0 0 0 11418 23 0 0 0 26820
1789756342 spread 5109 317 153 265 22 18 1182 0 0 0 0 0 11418 23 0 0 0 27028
1789756343 spread 4906 317 153 265 22 18 1131 0 0 0 0 0 11418 23 0 0 0 27251
1789756345 spread 4695 317 153 265 22 19 1077 0 0 0 0 0 11418 23 0 0 0 27473
1789756346 spread 4482 317 153 265 22 19 1024 0 0 0 0 0 11418 23 0 0 0 27668
1789756347 spread 4248 317 153 265 22 18 965 0 0 0 0 0 11418 23 0 0 0 27899
1789756348 spread 4046 317 153 265 22 18 915 0 0 0 0 0 11418 23 0 0 0 28100
1789756349 spread 3806 317 153 265 22 19 854 0 0 0 0 0 11418 23 0 0 0 28339
1789756350 spread 3605 317 153 265 23 19 803 0 0 0 0 0 11418 23 0 0 0 28544
1789756351 spread 3417 317 153 265 23 19 755 0 0 0 8 0 11418 23 0 0 0 28780
1789756353 spread 3196 317 153 265 23 18 700 0 0 0 0 0 11418 23 0 0 0 28983
1789756354 spread 2976 317 153 265 22 18 645 0 0 0 0 0 11418 23 0 0 0 29182
1789756355 spread 2786 317 153 265 23 18 597 0 0 0 0 0 11418 23 0 0 0 29377
1789756356 spread 2617 317 153 265 23 19 553 0 0 0 0 0 11418 23 0 0 0 29548
1789756357 spread 2443 317 153 265 22 18 510 0 0 0 0 0 11418 23 0 0 0 29724
1789756358 spread 2277 317 153 265 22 19 468 0 0 0 7 0 11418 23 0 0 0 29894
1789756359 spread 2105 317 153 265 23 19 424 0 0 0 0 0 11418 23 0 0 0 30065
1789756360 spread 1933 317 153 265 23 18 382 0 0 0 0 0 11418 23 0 0 0 30238
1789756362 spread 1757 317 153 265 22 18 338 0 0 0 0 0 11418 23 0 0 0 30415
1789756363 spread 1565 317 153 265 23 18 289 0 0 0 0 0 11418 23 0 0 0 30608
1789756364 spread 1388 317 153 265 23 18 245 0 0 0 0 0 11418 23 0 0 0 30784
1789756365 spread 1204 317 153 265 22 19 198 0 0 0 0 0 11418 23 0 0 0 30971
1789756366 spread 1017 317 153 265 22 19 152 0 0 0 0 0 11418 23 0 0 0 31155
1789756367 spread 842 317 153 265 22 18 109 0 0 0 0 0 11418 23 0 0 0 31328
1789756368 spread 663 317 153 265 23 18 64 0 0 0 0 0 11418 23 0 0 0 31508
1789756370 spread 491 318 154 265 22 19 20 0 0 0 0 0 11418 23 0 0 0 31685
1789756371 spread 413 320 154 265 54 0 0 22643 22590 22590 0 0 11418 23 0 0 0 31767
1789756372 spread 387 320 154 265 9 1 3 35941 35877 35877 0 0 11419 23 0 0 0 31797
1789756373 spread 415 321 154 265 5 1 10 47919 47845 47845 24 0 11420 23 0 0 0 31768
1789756374 spread 385 321 154 265 1 0 3 35943 35831 35831 1 0 11420 23 0 0 0 31802
1789756375 spread 461 331 159 267 1 1 4 42533 42349 42272 0 0 11421 23 5 0 0 31803
1789756376 spread 473 331 159 267 1 0 7 47916 47764 47764 0 0 11421 23 0 0 0 31791
1789756378 spread 483 331 159 267 1 0 9 47916 47436 47436 0 0 11422 23 0 0 0 31779
1789756379 spread 445 331 159 267 0 0 11 47922 47278 47278 0 0 11422 23 0 0 0 31769
1789756380 spread 457 332 160 267 0 0 2 35999 35855 35855 0 0 11423 23 0 0 0 31800
1789756381 spread 473 332 160 267 0 0 5 47916 47297 47297 0 0 11423 23 0 0 0 31787
1789756382 spread 468 334 161 266 0 1 8 47922 47352 47352 0 2 11425 23 0 0 0 31773
1789756383 spread 460 338 163 264 0 1 8 47914 47153 47153 0 4 11425 23 0 0 0 31767
1789756384 spread 417 344 167 258 0 0 0 47975 47311 47311 0 4 11426 23 0 0 0 31754
1789756386 spread 430 352 171 255 0 1 3 35936 35807 35808 0 3 11426 23 0 0 0 31785
1789756387 spread 462 362 168 253 1 1 10 48430 48289 48288 0 4 11427 23 0 0 0 31751
1789756388 spread 417 364 163 255 1 0 0 48957 48685 48685 0 4 11427 23 0 0 0 31741
1789756389 spread 441 362 164 256 0 0 6 36708 36440 36440 22 3 11428 23 0 0 0 31762
1789756390 spread 442 366 165 256 0 0 6 43301 43148 43066 38 4 11428 23 3 0 0 31758
1789756391 spread 433 368 165 256 0 0 4 36717 36542 36542 166 3 11429 23 0 0 0 31766
1789756392 spread 439 371 166 257 1 1 6 43300 42662 42582 103 4 11430 23 4 0 0 31750
1789756394 spread 438 371 170 255 0 1 6 36707 36120 36120 192 3 11430 23 0 0 0 31753
1789756395 spread 446 374 168 253 0 0 10 43292 42564 42513 122 4 11431 23 33 0 0 31739
